"","result.scientific_name","result.category","result.criteria"
"39638","Sphagemacrurus gibber","DD"," "
"39639","Myctophum spinosum","LC"," "
"39640","Parapercis colias","LC"," "
"39641","Porichthys oculellus","DD"," "
"39642","Hetereleotris georgegilli","NT"," "
"39643","Cynoscion acoupa","LC"," "
"39644","Pomacentrus smithi","LC"," "
"39645","Polyipnus elongatus","LC"," "
"39646","Porichthys oculofrenum","DD"," "
"39647","Dicrolene multifilis","LC"," "
"39648","Pelotretis flavilatus","LC"," "
"39649","Neomerinthe rotunda","LC"," "
"39650","Pomacentrus wardi","LC"," "
"39651","Pseudanthias ventralis","LC"," "
"39652","Coryphaenoides subserrulatus","LC"," "
"39653","Eugerres axillaris","LC"," "
"39654","Patagonotothen kreffti","DD"," "
"39655","Eviota storthynx","LC"," "
"39656","Nemipterus virgatus","VU","A2bd"
"39657","Gazza achlamys","LC"," "
"39658","Lepturacanthus pantului","DD"," "
"39659","Normichthys herringi","DD"," "
"39660","Eustomias albibulbus","LC"," "
"39661","Leviprora inops","LC"," "
"39662","Rhombosolea plebeia","LC"," "
"39663","Favonigobius exquisitus","LC"," "
"39664","Pycnocraspedum squamipinne","LC"," "
"39665","Liopropoma longilepis","DD"," "
"39666","Lycenchelys hippopotamus","LC"," "
"39667","Luciobrotula lineata","DD"," "
"39668","Pseudochromis sankeyi","LC"," "
"39669","Parupeneus posteli","LC"," "
"39670","Erisphex pottii","LC"," "
"39671","Pseudanthias pictilis","LC"," "
"39672","Ethadophis merenda","DD"," "
"39673","Notarius troschelii","LC"," "
"39674","Parapercis striolata","LC"," "
"39675","Pseudanthias cichlops","LC"," "
"39676","Paraliparis atrolabiatus","DD"," "
"39677","Lethrinus genivittatus","LC"," "
"39678","Lycodes jugoricus","LC"," "
"39679","Sillago indica","DD"," "
"39680","Zeus capensis","LC"," "
"39681","Parapercis somaliensis","LC"," "
"39682","Priolepis sticta","DD"," "
"39683","Hoplunnis schmidti","LC"," "
"39684","Etrumeus whiteheadi","LC"," "
"39685","Eopsetta jordani","LC"," "
"39686","Apogon indicus","LC"," "
"39687","Paraliparis copei","DD"," "
"39688","Daector dowi","LC"," "
"39689","Paralichthys dentatus","LC"," "
"39690","Physiculus roseus","LC"," "
"39691","Scopelosaurus herwigi","LC"," "
"39692","Sardinella longiceps","LC"," "
"39693","Pholis nebulosa","LC"," "
"39694","Lophiodes caulinaris","LC"," "
"39695","Pteraclis aesticola","LC"," "
"39696","Minous dempsterae","LC"," "
"39697","Myripristis seychellensis","LC"," "
"39698","Pseudobathylagus milleri","LC"," "
"39699","Scorpaenopsis ramaraoi","LC"," "
"39700","Sternoptyx obscura","LC"," "
"39701","Orthopristis reddingi","LC"," "
"39702","Siganus rivulatus","LC"," "
"39703","Pelates sexlineatus","LC"," "
"39704","Parapercis signata","LC"," "
"39705","Physiculus parini","DD"," "
"39706","Percis matsuii","LC"," "
"39707","Saurenchelys fierasfer","LC"," "
"39708","Etropus rimosus","LC"," "
"39709","Plesiops nigricans","LC"," "
"39710","Decapterus russelli","LC"," "
"39711","Merluccius hernandezi","DD"," "
"39712","Zoarchias neglectus","DD"," "
"39713","Lepidotrigla kishinouyi","LC"," "
"39714","Microgobius tabogensis","LC"," "
"39715","Dactyloptena gilberti","LC"," "
"39716","Phucocoetes latitans","LC"," "
"39717","Plagiogeneion macrolepis","DD"," "
"39718","Himantolophus cornifer","LC"," "
"39719","Cyttus novaezealandiae","LC"," "
"39720","Hippoglossina stomata","LC"," "
"39721","Lepidotrigla venusta","DD"," "
"39722","Pomacentrus callainus","LC"," "
"39723","Dactylanthias aplodactylus","DD"," "
"39724","Dicrolene hubrechti","LC"," "
"39725","Stelgistrum beringianum","DD"," "
"39726","Samariscus huysmani","DD"," "
"39727","Pseudanthias caudalis","LC"," "
"39728","Ophichthus melanoporus","LC"," "
"39729","Samariscus filipectoralis","DD"," "
"39730","Gorgasia maculata","LC"," "
"39731","Patagonotothen cornucola","LC"," "
"39732","Lycenchelys monstrosa","LC"," "
"39733","Pterygotrigla hemisticta","LC"," "
"39734","Hyporhamphus roberti","LC"," "
"39735","Hyperoglyphe perciformis","LC"," "
"39736","Eumicrotremus barbatus","DD"," "
"39737","Pseudocyttus maculatus","DD"," "
"39738","Pseudopercis numida","LC"," "
"39739","Enophrys taurina","LC"," "
"39740","Lutjanus decussatus","LC"," "
"39741","Enchelycore schismatorhynchus","LC"," "
"39742","Laeops kitaharae","DD"," "
"39743","Derichthys serpentinus","LC"," "
"39744","Kali macrodon","LC"," "
"39745","Monopenchelys acuta","LC"," "
"39746","Opistognathus scops","LC"," "
"39747","Saurida pseudotumbil","DD"," "
"39748","Diancistrus novaeguineae","LC"," "
"39749","Melamphaes spinifer","LC"," "
"39750","Odontesthes incisa","LC"," "
"39751","Lycodes sadoensis","DD"," "
"39752","Pseudochromis omanensis","DD"," "
"39753","Pterois lunulata","LC"," "
"39754","Moringua edwardsi","LC"," "
"39755","Eustomias monodactylus","LC"," "
"39756","Sillago japonica","LC"," "
"39757","Patagonotothen thompsoni","DD"," "
"39758","Kaupichthys brachychirus","LC"," "
"39759","Laemonema rhodochir","LC"," "
"39760","Paraulopus maculatus","DD"," "
"39761","Hoplostethus metallicus","DD"," "
"39762","Stygnobrotula latebricola","LC"," "
"39763","Paraliparis operculosus","DD"," "
"39764","Psettina hainanensis","DD"," "
"39765","Hygophum proximum","LC"," "
"39766","Lycodes concolor","LC"," "
"39767","Zebrias crossolepis","DD"," "
"39768","Haemulon striatum","LC"," "
"39769","Polydactylus microstomus","LC"," "
"39770","Eleutheronema tridactylum","DD"," "
"39771","Pontinus macrocephalus","LC"," "
"39772","Cynoscion xanthulus","DD"," "
"39773","Gerres infasciatus","DD"," "
"39774","Parupeneus crassilabris","LC"," "
"39775","Psenopsis anomala","LC"," "
"39776","Heteroconger klausewitzi","LC"," "
"39777","Rhacochilus vacca","LC"," "
"39778","Paralichthodes algoensis","LC"," "
"39779","Neobythites bimaculatus","LC"," "
"39780","Paraliparis obliquosus","DD"," "
"39781","Scopeloberyx opisthopterus","LC"," "
"39782","Simenchelys parasitica","LC"," "
"39783","Nessorhamphus danae","LC"," "
"39784","Johnius novaeguineae","LC"," "
"39785","Ichthyococcus irregularis","LC"," "
"39786","Cotylopus acutipinnis","DD"," "
"39787","Sebastes peduncularis","DD"," "
"39788","Parapercis xanthozona","LC"," "
"39789","Plicofollis platystomus","LC"," "
"39790","Lycodes paamiuti","LC"," "
"39791","Menidia peninsulae","LC"," "
"39792","Scorpaenodes quadrispinosus","LC"," "
"39793","Paralichthys schmitti","DD"," "
"39794","Gobiesox multitentaculus","DD"," "
"39795","Synaphobranchus oregoni","LC"," "
"39796","Dicologlossa cuneata","LC"," "
"39797","Icelinus filamentosus","LC"," "
"39798","Paracentropogon vespa","LC"," "
"39799","Pentaceros japonicus","LC"," "
"39800","Gobiopterus mindanensis","LC"," "
"39801","Scorpaenodes hirsutus","LC"," "
"39802","Serrivomer lanceolatoides","LC"," "
"39803","Parapercis atlantica","DD"," "
"39804","Nemateleotris magnifica","LC"," "
"39805","Dolichopteryx anascopa","DD"," "
"39806","Meuschenia hippocrepis","LC"," "
"39807","Rhamphocetichthys savagei","LC"," "
"39808","Saurenchelys meteori","LC"," "
"39809","Hadropogonichthys lindbergi","LC"," "
"39810","Johnius trewavasae","DD"," "
"39811","Nemipterus nemurus","LC"," "
"39812","Mulloidichthys dentatus","LC"," "
"39813","Synaphobranchus kaupii","LC"," "
"39814","Myripristis formosa","DD"," "
"39815","Jenkinsia majua","LC"," "
"39816","Sebastes cortezi","LC"," "
"39817","Neopomacentrus bankieri","LC"," "
"39818","Scopelosaurus gibbsi","LC"," "
"39819","Eustomias dinema","DD"," "
"39820","Lepidoperca filamenta","LC"," "
"39821","Malacocephalus occidentalis","LC"," "
"39822","Hoplostethus marisrubri","DD"," "
"39823","Opistognathus rosenblatti","LC"," "
"39824","Pseudochromis dixurus","LC"," "
"39825","Nesogobius hinsbyi","LC"," "
"39826","Microgobius erectus","LC"," "
"39827","Liopropoma aberrans","LC"," "
"39828","Seriolella caerulea","LC"," "
"39829","Pterogobius zonoleucus","LC"," "
"39830","Peristedion amblygenys","DD"," "
"39831","Lestidiops gracilis","DD"," "
"39832","Schedophilus pemarco","LC"," "
"39833","Mugil incilis","LC"," "
"39834","Pomadasys panamensis","LC"," "
"39835","Pseudanthias ignitus","LC"," "
"39836","Glossanodon pygmaeus","LC"," "
"39837","Eubalichthys caeruleoguttatus","DD"," "
"39838","Pentapodus emeryii","LC"," "
"39839","Rhinomuraena quaesita","LC"," "
"39840","Nectamia annularis","LC"," "
"39841","Pomacentrus milleri","LC"," "
"39842","Oneirodes luetkeni","DD"," "
"39843","Ricuzenius nudithorax","LC"," "
"39844","Scorpaena hatizyoensis","LC"," "
"39845","Isacia conceptionis","LC"," "
"39846","Raconda russeliana","LC"," "
"39847","Paralichthys aestuarius","DD"," "
"39848","Rainfordia opercularis","LC"," "
"39849","Obliquogobius turkayi","LC"," "
"39850","Plectrogenium nanum","LC"," "
"39851","Plectranthias bauchotae","LC"," "
"39852","Paraliparis orcadensis","DD"," "
"39853","Ogcocephalus pumilus","LC"," "
"39854","Paratriacanthodes herrei","LC"," "
"39855","Ophichthus altipennis","LC"," "
"39856","Pomadasys maculatus","LC"," "
"39857","Porocephalichthys dasyrhynchus","LC"," "
"39858","Odontanthias tapui","LC"," "
"39859","Nectamia fusca","LC"," "
"39860","Pseudanthias pleurotaenia","LC"," "
"39861","Nectamia zebrinus","LC"," "
"39862","Paraliparis atramentatus","DD"," "
"39863","Gerres oyena","LC"," "
"39864","Remora osteochir","LC"," "
"39865","Trichiurus lepturus","LC"," "
"39866","Luvarus imperialis","LC"," "
"39867","Decapterus macarellus","LC"," "
"39868","Cheilopogon cyanopterus","LC"," "
"39869","Aluterus scriptus","LC"," "
"39870","Seriola fasciata","LC"," "
"39871","Pristipomoides aquilonaris","LC"," "
"39872","Histrio histrio","LC"," "
"39873","Emmelichthyops atlanticus","LC"," "
"39874","Orthopristis ruber","LC"," "
"39875","Pomatomus saltatrix","VU","A2bd"
"39876","Pterycombus brama","LC"," "
"39877","Canthidermis sufflamen","LC"," "
"39878","Lactophrys triqueter","LC"," "
"39879","Pristipomoides macrophthalmus","LC"," "
"39880","Regalecus glesne","LC"," "
"39881","Selar crumenophthalmus","LC"," "
"39882","Echeneis naucrates","LC"," "
"39883","Taractichthys longipinnis","LC"," "
"39884","Sphyraena barracuda","LC"," "
"39885","Amblycirrhitus pinos","LC"," "
"39886","Canthidermis maculata","LC"," "
"39887","Synodus poeyi","LC"," "
"39888","Naucrates ductor","LC"," "
"39889","Caranx hippos","LC"," "
"39890","Phtheirichthys lineatus","LC"," "
"39891","Haemulon aurolineatum","LC"," "
"39892","Synodus intermedius","LC"," "
"39893","Orthopristis chrysoptera","LC"," "
"39894","Pomadasys crocro","DD"," "
"39895","Diodon eydouxii","LC"," "
"39896","Masturus lanceolatus","LC"," "
"39897","Chilomycterus reticulatus","LC"," "
"39898","Lactophrys trigonus","LC"," "
"39899","Diodon holocanthus","LC"," "
"39900","Lutjanus campechanus","VU","A2bd"
"39901","Conodon nobilis","LC"," "
"39902","Haemulon boschmae","LC"," "
"39903","Haemulon carbonarium","LC"," "
"39904","Haemulon chrysargyreum","LC"," "
"39905","Haemulon macrostomum","LC"," "
"39906","Haemulon melanurum","LC"," "
"39907","Haemulon parra","LC"," "
"39908","Haemulopsis corvinaeformis","LC"," "
"39909","Lampris guttatus","LC"," "
"39910","Micropogonias furnieri","LC"," "
"39911","Priacanthus arenatus","LC"," "
"39912","Sardinella aurita","LC"," "
"39913","Seriola dumerili","LC"," "
"39914","Remora australis","LC"," "
"39915","Remora remora","LC"," "
"39916","Cubiceps gracilis","LC"," "
"39917","Sillago sihama","LC"," "
"39918","Synodus synodus","LC"," "
"39919","Trachinocephalus myops","LC"," "
"39920","Aluterus monoceros","LC"," "
"39921","Aluterus schoepfii","LC"," "
"39922","Antennarius striatus","LC"," "
"39923","Antigonia capros","LC"," "
"39924","Ariomma regulus","LC"," "
"39925","Cantherhines pullus","LC"," "
"39926","Caranx lugubris","LC"," "
"39927","Chloroscombrus chrysurus","LC"," "
"39928","Decapterus punctatus","LC"," "
"39929","Echeneis neucratoides","DD"," "
"39930","Saurida normani","LC"," "
"39931","Myripristis jacobus","LC"," "
"39932","Sargocentron bullisi","LC"," "
"39933","Uraspis secunda","LC"," "
"39934","Haemulon vittatum","LC"," "
"39935","Psenes cyanophrys","LC"," "
"39936","Psenes pellucidus","LC"," "
"39937","Heteropriacanthus cruentatus","LC"," "
"39938","Fistularia petimba","LC"," "
"39939","Monacanthus ciliatus","LC"," "
"39940","Monacanthus tuckeri","LC"," "
"39941","Stephanolepis hispidus","LC"," "
"39942","Sargocentron praslin","LC"," "
"39943","Sargocentron rubrum","LC"," "
"39944","Alepes djedaba","LC"," "
"39945","Selar boops","LC"," "
"39946","Upeneus moluccensis","LC"," "
"39947","Fistularia commersonii","LC"," "
"39948","Pungitius tymensis","DD"," "
"39949","Alectis indica","LC"," "
"39950","Alepes apercna","LC"," "
"39951","Alepes kleinii","LC"," "
"39952","Atule mate","LC"," "
"39953","Carangoides chrysophrys","LC"," "
"39954","Carangoides coeruleopinnatus","LC"," "
"39955","Carangoides dinema","LC"," "
"39956","Carangoides equula","LC"," "
"39957","Carangoides ferdau","LC"," "
"39958","Carangoides fulvoguttatus","LC"," "
"39959","Carangoides gymnostethus","LC"," "
"39960","Carangoides hedlandensis","LC"," "
"39961","Carangoides humerosus","LC"," "
"39962","Carangoides malabaricus","LC"," "
"39963","Carangoides oblongus","LC"," "
"39964","Carangoides orthogrammus","LC"," "
"39965","Carangoides plagiotaenia","LC"," "
"39966","Carangoides talamparoides","LC"," "
"39967","Caranx heberi","LC"," "
"39968","Caranx ignobilis","LC"," "
"39969","Caranx melampygus","LC"," "
"39970","Caranx papuensis","LC"," "
"39971","Caranx tille","LC"," "
"39972","Decapterus macrosoma","LC"," "
"39973","Gnathanodon speciosus","LC"," "
"39974","Megalaspis cordyla","LC"," "
"39975","Pantolabus radiatus","LC"," "
"39976","Scomberoides commersonnianus","LC"," "
"39977","Scomberoides lysan","LC"," "
"39978","Scomberoides tala","LC"," "
"39979","Scomberoides tol","LC"," "
"39980","Selaroides leptolepis","LC"," "
"39981","Seriola hippos","LC"," "
"39982","Seriola quinqueradiata","LC"," "
"39983","Seriolina nigrofasciata","LC"," "
"39984","Trachinotus anak","DD"," "
"39985","Trachinotus baillonii","LC"," "
"39986","Trachinotus blochii","LC"," "
"39987","Trachinotus coppingeri","LC"," "
"39988","Parasudis truculenta","LC"," "
"39989","Kryptophanaron alfredi","LC"," "
"39990","Sphyraena borealis","LC"," "
"39991","Carangoides bajad","LC"," "
"39992","Ulua mentalis","LC"," "
"39993","Uraspis uraspis","LC"," "
"39994","Gerres longirostris","LC"," "
"39995","Kyphosus cinerascens","LC"," "
"39996","Parupeneus heptacanthus","LC"," "
"39997","Parupeneus macronemus","LC"," "
"39998","Upeneus sundaicus","LC"," "
"39999","Upeneus tragula","LC"," "
"40000","Siganus canaliculatus","LC"," "
"40001","Siganus javus","LC"," "
"40002","Micrognathus andersonii","LC"," "
"40003","Acanthurus tractus","LC"," "
"40004","Protammodytes sarisa","DD"," "
"40005","Urophycis earllii","LC"," "
"40006","Urophycis floridana","LC"," "
"40007","Urophycis regia","LC"," "
"40008","Upeneus vanuatu","DD"," "
"40009","Pentaprion longimanus","LC"," "
"40010","Mulloidichthys flavolineatus","LC"," "
"40011","Upeneus sulphureus","LC"," "
"40012","Upeneus vittatus","LC"," "
"40013","Paramonacanthus choirocephalus","LC"," "
"40014","Kyphosus bigibbus","LC"," "
"40015","Aulorhynchus flavidus","LC"," "
"40016","Hypoptychus dybowskii","DD"," "
"40017","Solenostomus armatus","LC"," "
"40018","Solenostomus cyanopterus","LC"," "
"40019","Solenostomus halimeda","DD"," "
"40020","Solenostomus paradoxus","LC"," "
"40021","Acentronura gracilissima","LC"," "
"40022","Bhanotia fasciolata","LC"," "
"40023","Bhanotia pauciradiata","DD"," "
"40024","Bulbonaricus brauni","LC"," "
"40025","Bulbonaricus brucei","DD"," "
"40026","Bulbonaricus davaoensis","LC"," "
"40027","Campichthys galei","LC"," "
"40028","Campichthys nanus","DD"," "
"40029","Campichthys tricarinatus","DD"," "
"40030","Campichthys tryoni","DD"," "
"40031","Choeroichthys cinctus","LC"," "
"40032","Choeroichthys sculptus","LC"," "
"40033","Choeroichthys smithi","LC"," "
"40034","Choeroichthys suillus","LC"," "
"40035","Corythoichthys insularis","LC"," "
"40036","Corythoichthys intestinalis","LC"," "
"40037","Corythoichthys nigripectus","LC"," "
"40038","Corythoichthys ocellatus","LC"," "
"40039","Corythoichthys paxtoni","LC"," "
"40040","Corythoichthys schultzi","LC"," "
"40041","Corythoichthys polynotatus","LC"," "
"40042","Cosmocampus balli","VU","B1ab(iii)+2ab(iii)"
"40043","Cosmocampus banneri","LC"," "
"40044","Cosmocampus darrosanus","LC"," "
"40045","Cosmocampus heraldi","DD"," "
"40046","Cosmocampus profundus","DD"," "
"40047","Doryrhamphus japonicus","LC"," "
"40048","Doryrhamphus negrosensis","LC"," "
"40049","Dunckerocampus baldwini","LC"," "
"40050","Dunckerocampus boylei","LC"," "
"40051","Dunckerocampus chapmani","DD"," "
"40052","Dunckerocampus multiannulatus","LC"," "
"40053","Dunckerocampus pessuliferus","LC"," "
"40054","Festucalex wassi","DD"," "
"40055","Halicampus macrorhynchus","LC"," "
"40056","Halicampus marquesensis","LC"," "
"40057","Halicampus mataafae","LC"," "
"40058","Halicampus nitidus","LC"," "
"40059","Heraldia nocturna","LC"," "
"40060","Acentronura larsonae","DD"," "
"40061","Acentronura lumnitzeri","LC"," "
"40062","Kaupus costatus","LC"," "
"40063","Leptoichthys fistularius","LC"," "
"40064","Leptonotus blainvilleanus","LC"," "
"40065","Leptonotus elevatus","LC"," "
"40066","Leptonotus norae","LC"," "
"40067","Lissocampus bannwarthi","LC"," "
"40068","Lissocampus runa","LC"," "
"40069","Micrognathus brevicorpus","DD"," "
"40070","Micrognathus brevirostris","LC"," "
"40071","Micrognathus erugatus","DD"," "
"40072","Micrognathus micronotopterus","LC"," "
"40073","Micrognathus natans","LC"," "
"40074","Minyichthys brachyrhinus","DD"," "
"40075","Minyichthys myersi","LC"," "
"40076","Mitotichthys meraculus","DD"," "
"40077","Mitotichthys mollisoni","LC"," "
"40078","Mitotichthys semistriatus","LC"," "
"40079","Mitotichthys tuckeri","LC"," "
"40080","Nannocampus pictus","LC"," "
"40081","Nannocampus subosseus","LC"," "
"40082","Nannocampus weberi","DD"," "
"40083","Notiocampus ruber","LC"," "
"40084","Penetopteryx taeniocephalus","LC"," "
"40085","Pseudophallus mindii","DD"," "
"40086","Trachyrhamphus serratus","DD"," "
"40087","Urocampus carinirostris","LC"," "
"40088","Urocampus nanus","DD"," "
"40089","Myripristis adusta","LC"," "
"40090","Myripristis amaena","LC"," "
"40091","Myripristis berndti","LC"," "
"40092","Myripristis botche","LC"," "
"40093","Myripristis chryseres","LC"," "
